"modelName","elpd_diff","se_diff","sigma_effect","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm_HVLS",0,0,NA,-7841.05729094413,135.493319579272,100.727937692764,8.59562074920755,15682.1145818883,270.986639158544
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm_HVLS",-17.4391377093965,5.89640053618615,2.95759041509691,-7858.49642865353,133.618409283923,105.376581566931,10.3412906877073,15716.9928573071,267.236818567845
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm_HVLS",-131.817378540911,35.9361173323584,3.66810296509736,-7972.87466948505,130.230531290394,86.5036437590468,7.1771043273037,15945.7493389701,260.461062580789
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm_HVLS",-133.463536102514,37.1710060528211,3.59052794839232,-7974.52082704665,131.06031317594,87.8941190555366,6.83779820814341,15949.0416540933,262.120626351879
"m4_C_sliced2_halfStudentT_reparam_confEs_norm_HVLS",-824.346042589969,79.1483502173301,10.4152018371379,-8665.4033335341,134.622608825885,64.9822047949467,1.36394931912346,17330.8066670682,269.24521765177
