"modelName","parName","PID","value","Rhat","vol","stoch","cond"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","709",190.616763116301,1.00087752811595,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","710",117.733147935368,1.00129700207727,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","712",68.3268282465801,1.00018832466573,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","713",145.64874492329,1.00036586308099,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","715",86.6692403127952,1.00067979016079,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","716",142.074228008032,1.00137481360163,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","717",82.9970265691655,1.00076458890787,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","719",71.2334175315643,1.00047072384618,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","720",69.9725791200855,1.00051505127759,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","E0","721",61.8428794651805,1.00096754133345,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","501",0.751798409440714,1.00060622230228,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","502",0.801871161716344,1.00366579387061,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","503",0.286374812057803,1.05718161872381,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","505",0.480950601280776,1.02032900241943,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","506",0.835586851379944,1.00994726780134,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","507",0.842109242436469,1.01812313739833,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","601",0.725453011281779,1.00029065475267,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","603",0.791396395249707,1.00383823205057,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","604",0.793609669769813,1.00602522049866,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","605",0.777738724065975,1.00307402177341,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","701",0.674743562533192,1.00346064054447,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","702",0.849457332682078,1.01748538850532,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","703",0.387787699356849,1.04316793765264,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","704",0.855287290757111,1.01927943074836,"H","L","HVLS"
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm","alpha","706",0.533461311851493,1.02456659047351,"H","L","HVLS"
