"modelName","elpd_diff","se_diff","sigma_effect","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm_LVHS",0,0,NA,-7995.05694423855,150.239730735356,92.2565116679299,5.06718375760259,15990.1138884771,300.479461470713
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm_LVHS",-12.0274613110875,7.02941097841747,1.71101979212991,-8007.08440554963,150.24952978157,95.7559370143325,5.48237508817759,16014.1688110993,300.49905956314
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm_LVHS",-149.337723262973,43.8739448669232,3.40379064877659,-8144.39466750152,143.432229953422,79.4034288603985,6.87257288600397,16288.789335003,286.864459906844
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm_LVHS",-159.738058975784,46.4849438488967,3.43633972098635,-8154.79500321433,145.386989004712,91.9268752749803,12.0015396882403,16309.5900064287,290.773978009424
"m4_C_sliced2_halfStudentT_reparam_confEs_norm_LVHS",-831.096022270625,84.5488528536867,9.82977289720124,-8826.15296650917,137.058317434713,65.6302166988527,2.95551790863095,17652.3059330183,274.116634869425
