"modelName","elpd_diff","se_diff","sigma_effect","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"m2_KF_sliced2_halfStudentT_reparam_confEs_norm_LVLS",0,0,NA,-7952.46785736685,156.495480288942,100.507571287771,6.70867984541274,15904.9357147337,312.990960577884
"m1_RL_sliced2_halfStudentT_reparam_confEs_norm_LVLS",-11.0678685872112,4.30858881087314,2.56879202751499,-7963.53572595406,156.877925009409,100.650498504568,8.30768227085158,15927.0714519081,313.755850018818
"m1_RL_sliced2_halfStudentT_reparam_confEs_np_norm_LVLS",-70.5877097479359,16.6428942720947,4.24131215363729,-8023.05556711478,159.515162642434,87.5518174202542,7.85200911049041,16046.1111342296,319.030325284867
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm_LVLS",-74.0305262727451,20.9723607576824,3.52990906117361,-8026.49838363959,162.629990805483,92.4622119291118,10.5958174285367,16052.9967672792,325.259981610966
"m4_C_sliced2_halfStudentT_reparam_confEs_norm_LVLS",-901.791782409362,107.243654940524,8.40881246456477,-8854.25963977621,130.829214698001,63.9258593548888,1.62278226382993,17708.5192795524,261.658429396002
