"modelName","parName","value","se_mean","sd","Rhat","vol","stoch","cond"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_xi",3.17474343157408,0.984141402836756,0.016955258194743,1.00075595084455,"L","H","LVHS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_E0",0.895501956900177,0.646495607507712,0.00406040575656067,0.99994309233873,"L","L","LVLS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_avg_alpha",0.657250249897417,0.0452968033328115,0.000927422654356091,1.00149814550889,"L","L","LVLS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_cs",0.871758582494523,0.602139145917274,0.00682195440810681,1.00073875426652,"L","L","LVLS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_eta",0.231734056046179,0.42490866622676,0.0140570045693591,1.00342375159229,"L","L","LVLS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_final_alpha",0.662620506084198,0.0454218763825056,0.000906841267554033,1.00141830374457,"L","L","LVLS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_final_w",3.18189802947142,1.61425052837107,0.0141019425069149,1.00000047840113,"L","L","LVLS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_psi",0.672588241133231,0.510619877191107,0.00619412103781729,1.00016887608301,"L","L","LVLS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_w0",0.469246869241998,0.397389351443233,0.00550996999465862,1.00095691367258,"L","L","LVLS"
"m2_KF_sliced2_halfStudentT_reparam_confEs_np_norm","mu_xi",2.97115792971255,0.867069808483568,0.0141787978144477,1.00220584610611,"L","L","LVLS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_C",1.13231023739981,0.742042165736495,0.00456444373008388,0.999989672725669,"H","H","HVHS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_cs",1.03650544555697,0.7016251046301,0.00529241487026866,1.00013984511223,"H","H","HVHS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_eta",2.69350314728538,1.06082279495932,0.0132357717495453,1.00030378084922,"H","H","HVHS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_C",1.11180804727347,0.738424041490088,0.00451852028198486,0.99995287296726,"H","L","HVLS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_cs",1.25347956880853,0.784926949586063,0.00605714830615151,1.00016473130356,"H","L","HVLS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_eta",2.4870620637687,1.02875262695784,0.0138756617386548,1.00035907072615,"H","L","HVLS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_C",1.10686607170324,0.738010447184026,0.00460337799192424,0.999939758059868,"L","H","LVHS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_cs",0.934472531992263,0.683155413066341,0.00581558152274962,1.00000717077824,"L","H","LVHS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_eta",2.19357701866571,1.00014439413414,0.0112515045561732,1.00014376940157,"L","H","LVHS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_C",1.1177355845868,0.740118734391876,0.00492613158194258,0.999881487607742,"L","L","LVLS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_cs",1.21996708940169,0.782806760648287,0.00611537889847832,1.00011902176283,"L","L","LVLS"
"m4_C_sliced2_halfStudentT_reparam_confEs_norm","mu_eta",2.20320015746473,1.01431024342817,0.0113175152251917,1.00028264784316,"L","L","LVLS"
