"alpha","eta","E0","cs"
0.63558967393458,11.5702650448589,74.8666550701622,7.22634706962033
0.691861914999547,4.45502360682632,20.8203096490792,8.66958931045423
0.790551930918446,7.32010837293538,45.6581724382928,8.18304771800889
0.626069252001649,8.24350691117433,50.220916592985,8.27675485063429
0.641604646879982,4.1416942625603,33.6215128489816,7.67894378318621
0.734702687092997,10.7106813472044,51.5670215679132,8.92187093310563
0.751695079505751,5.77925094332275,43.2881911700808,8.70516562531095
0.663937624942019,2.75346011774998,43.9885381875522,5.51882753342771
0.732242091509111,6.79507174806748,66.3216031458694,9.2798331191243
0.690090276979442,12.9943794683943,51.7367524900775,8.39120333264589
0.666282135251978,1.1492286297742,81.5791269813854,7.44567412467469
0.683297887942417,6.90585904221538,57.4854732010577,8.12236626359945
0.737960202091025,10.9344909182385,25.774813884858,6.01312910698347
0.720939063926504,5.88843534547584,98.7933249668813,9.40563737988613
0.681555438549688,11.6754509128704,77.6469451009126,7.05196013679567
0.616486214135491,0.49996134222652,71.826622347729,7.84329356213834
0.761692867563793,6.51330113262743,53.7982903918986,9.05700596304368
0.791135418866044,3.01493533494004,19.2082159989166,9.18572154161506
0.844359813739626,0.0480434927819632,57.3907309014817,7.19229144568611
0.737154818928582,10.0576861166885,44.2272823546007,6.21172240870403
0.768072467759318,6.83428513755682,100.201319411979,8.36493452318468
0.68336974117212,4.53056287995074,65.1344703859317,9.20961686983234
0.741874522868527,6.45042604914773,41.6316394389666,6.62116568999954
0.745046833520934,5.93997688422849,43.2807173503611,9.18067757155274
0.649451448633435,9.34037181572826,56.8540934213118,9.6648971164134
0.606662642109519,10.4462848986076,88.6199170700918,8.43907118653926
0.746793404167638,4.60338317524197,30.9752741421212,8.16067217656082
0.600819180894781,1.35275877834418,27.0265730393665,7.72025113830858
0.672644979884971,4.04033337623954,82.3053140575094,7.8815903669033
0.746099503006875,9.33300393999806,42.4608772850796,8.5155286924037
