"","value"
"mu_pr01[1]",0.458253509078565
"mu_pr[1]",3.46813376437555
"mu_pr[2]",0.84154213577941
"mu_pr[3]",0.718052607498616
"sigma[1]",0.387981097612479
"sigma[2]",6.99894599077793
"sigma[3]",112.880999635808
"sigma[4]",15.507208846921
