"E0","alpha","eta","cs"
112.844715139212,0.673896827897875,10.8367501606737,12.6204791696599
95.4938713700971,0.476508149741292,13.3132736070196,10.9528107982425
108.186981172819,0.601528754840602,10.6273363091151,19.3388478863891
92.0093181957302,0.523479703749431,7.53750759294191,17.7012136011915
26.093037796326,0.739269618220713,7.4886894759392,2.07044850049652
109.04339452431,0.689181545797829,9.39969196641173,10.7297972881076
83.8486082000043,0.51647370785601,6.51039034927043,16.9479257930583
87.9526308707506,0.526908059861725,13.7487469300721,10.7395860756031
91.4678038768133,0.775049495492564,9.07273559514542,3.93930397140255
90.2481963622547,0.742446058226541,13.8390843955881,18.7874355997424
182.604796873083,0.458731244876064,10.7795594894393,16.751601386385
94.8978417966658,0.751726292122415,15.967030262916,23.4399931404979
92.9352052533589,0.738268054559752,11.8724279898374,19.6893799559032
94.536775927943,0.762850345029314,8.02559272262462,20.4482104348855
114.25498544061,0.623022565444504,9.61802408572396,14.7813316114873
78.8265125167524,0.701923431560261,5.16392455620886,13.4508301093896
119.011803737011,0.702998313547965,12.6402721510345,19.1452785095538
77.6813718585758,0.668226124793632,11.3071641015459,17.0317144577886
104.628974274148,0.671748661598563,16.3528058761594,8.88626237692118
117.287606131995,0.752381790054369,11.168753113723,13.3045423717146
80.2791863911407,0.734937606422459,6.91449907440954,13.1454070020329
139.14370631698,0.625304905078492,5.07080663853862,13.2276891865674
119.634040338271,0.689077570294149,10.2408769407572,2.59571959394777
112.941101386579,0.820661324050682,7.67446158484575,16.0894253864291
89.7167444458347,0.703966050282934,9.38444119327289,4.5727076333714
101.278559804646,0.689424128905422,6.36963246328103,1.47904608151953
88.4157004714923,0.655877477101726,8.40603592204215,15.7609872832895
