"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",80,15298,30,0.815855012904814,0.993008104025204,0.58667655549293,0.373875207969846
