"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",82,27753,30,0.841857876441271,0.997215225474221,0.7324942148709,0.525387839188475
