"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",75,48203,30,0.837344213068671,0.997425168176658,0.757037533269605,0.499360222280375
