"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",78,13467,30,0.919977316920907,0.980835487658343,0.629318920485336,0.500206026067778
