"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",84,9167,30,0.820544626059646,0.99672726174313,0.572659108377783,0.395597543675874
