"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",90,56510,30,0.824588157226703,0.983457347719625,0.456494262700708,0.356811243448776
