"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",58,47772,30,0.84823471890593,0.994644947681989,0.706308647402769,0.318150475192824
