"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",89,55411,30,0.883829059330309,0.997038860125522,0.493688723364924,0.639749986218833
