"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",73,47226,30,0.656168937653125,0.991903911153192,0.697239207459882,0.363345778661408
