"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",98,28755,30,0.917478807934883,0.996841392365316,0.571335702366533,0.355396941987014
