"alpha","eta","E0","cs"
0.726125695187479,5.01249918304992,30.0879921734396,1.37159761529564
0.75791595398119,3.97581917185528,30.512990619022,8.07104617777631
0.780233862002406,0.1151029244038,3.25770447788544,8.7502490938715
0.587146106539239,9.91095638716655,29.7263080773113,3.19711418970682
0.670552711690803,2.70663614407757,71.808676419351,5.62339110375392
0.601345811756064,8.68016395803322,34.8712385566691,1.26935887194719
0.687214564636563,11.0769265203317,30.3709830563248,7.20963254218135
0.779824008092237,6.24270282738332,26.150890195784,8.3271510711499
0.747516525370457,4.56339875650547,23.3166084818004,8.94780398970709
0.799496644531862,13.1164259869162,30.4383442514275,2.47755985921086
0.681651001805056,7.6611842171453,30.4285000112944,0.411747894260289
0.758487616679821,6.96667649165279,44.8081444761093,7.14972245249579
0.367207655239568,0.574478981136289,10.1428653370996,7.16211079885013
0.67706302190238,12.1548597819013,28.9696973975414,7.0694773174985
0.692290630509718,19.2104710824489,27.2078646836831,7.4508975567152
0.638148658804023,8.5557591759257,34.9431585416038,5.79807286156357
0.61246124829454,5.85080475489393,9.92095608977353,8.46939341163003
0.668345251725664,5.42591288337889,25.4387247755865,0.519265246192434
0.623000394520313,10.7835273891804,17.7749247319835,8.04606006243243
0.475307957436608,2.3782378325266,5.54018423278352,6.21275329829241
0.453217840361987,9.40167673422501,75.5284021497827,8.37248230648713
0.819569959683058,1.72891020433309,29.2807747384137,9.62172827162872
0.65213019964601,4.29666597266506,31.3416797823999,9.49937367181281
0.806808678446825,9.7845812443406,27.819284115319,7.45254715148509
0.745813996347612,5.44744279745645,40.3505898961772,0.606132086196534
0.746304305371193,9.23105558550152,28.9989491259305,4.02383389480973
0.632588619905949,7.90370923989775,28.161756127072,8.66398597364398
0.770737458849991,6.98297080055539,29.8135073948398,8.96766238388495
0.568260498505822,7.88236604673915,53.1908032549594,6.55827264668121
0.641548781475752,10.3941699505597,21.5015921188709,9.33193573088091
