"eta","C","cs"
0.602653888316718,22.3943707392438,25.5472345285669
9.21180125394764,48.458020260453,26.9034737748125
24.0835045517322,13.9528355457332,26.3105218382074
12.4932075438979,14.0657385780489,29.841041178772
13.2598259885049,22.0768686003841,20.7033149606648
25.923250492462,23.4369679577368,26.2383633432168
10.8633522080802,60.3738129770244,21.8001897084664
21.2184184692925,16.853994663855,29.6535291165992
30.9148719165374,62.4922448690427,22.238020987884
19.1328212342995,56.5536726767148,18.9968138164321
18.8944452480045,11.2428351613099,27.2491810063318
1.28598794749401,19.1198893955846,27.6000635266998
21.1132776885126,10.5669603581298,27.3072781250112
9.79276690200325,4.31491277567583,26.7856806572772
4.0235789018021,47.2519385894611,29.57636754203
14.51017497174,0.694999144351309,30.0543002311615
25.5496092010767,35.816476792545,22.7772459044206
0.663693692360891,5.23898417020643,24.4942164720054
11.7992449240522,73.3886462445053,30.2433860661544
15.4496523408633,12.4585803966215,24.1017486899427
2.11906923878142,51.7388196357785,26.4968852582882
3.49969280222526,17.0073572195741,30.8880015827374
4.22353342833712,37.2133657361807,26.2138426580237
0.135739759031519,0.474205943105433,32.3632807877687
5.9242992612872,43.675138364269,28.1725576319713
9.00642832055973,20.506076519441,28.0807002249806
1.44981304283593,5.93239805762123,27.7159009967157
14.770681618546,31.9869523344701,24.8275927316341
16.4680859871543,23.7734675505626,23.3934878008715
9.24818986897259,26.3025295280344,29.0569793710804
