"eps","psi","eta","xi","E0","w0","cs"
3.52817255792222,0.828573769239228,1.47762036480101,2.70602618083904,37.7403652812571,1.04904368712453,8.022483454935
2.76636888044156,1.72803404271313,0.498185879650309,8.74396741501802,18.3812075256136,1.05435896199045,7.74042908329643
2.62364169182869,1.2637445132479,2.18022862010391,12.3778994184858,83.6920175601646,0.838912174106464,6.81668308704544
1.36966272646911,1.08773671100559,5.80669674484369,10.1729599467363,22.972129575309,0.964800201761054,5.76873358279133
1.92212797711506,1.12574300260966,4.20152705712,6.25865880164176,27.8211350835332,1.00853188828421,7.62125806636972
3.38873120458627,1.18091433288648,1.4800835244587,0.347041685050825,61.665439861118,0.638082839093644,9.96551995472442
1.46421107589405,1.11370125438765,5.44220060954105,5.59502602746279,57.8442219355436,0.905898519384956,7.52782497357255
2.89039810719897,0.862919471022003,4.81251689881949,2.79538827475402,96.8903013391052,0.744399749765518,4.63596281344811
0.859941357524849,2.35731217192148,0.844871367472564,4.21810691700562,22.6021805119196,0.883389716838091,7.10986817684693
1.35447169685404,1.13960602705141,5.53289231065303,15.2946144384471,34.9128356378797,0.955831406605706,7.8922849443783
2.52151016687944,1.22014188198953,2.58464148334295,7.37286335242894,59.6191106389828,0.885155083384195,8.53588588189804
1.99929612852021,1.19030337210108,4.35475983973641,17.4145360422478,19.2400583021864,0.850796626560341,7.93387086433199
2.32198392283486,1.24140828252774,2.434053482638,4.78786088122472,19.3630347848135,0.960151235857121,0.333867949075821
2.20242616111178,1.05775533752077,4.04121895323009,5.73077199800764,22.0936825476014,0.992013074534165,7.49948260403997
1.42707586809126,1.55004346103312,2.75531944456147,2.6107566447144,56.2096674919074,1.01647936683607,8.1405083533353
1.24312830685601,1.11754575206162,5.65399282535299,4.09212050610649,29.9881799622045,1.04021455741079,9.09916118082701
1.94303506170866,1.10330874930133,4.36567298333936,14.2540453985081,31.6660454549136,0.945932230742118,8.24472297678717
3.11684343899925,0.999292258331011,2.31276056920419,4.28956135579369,8.63027623553015,0.866296760362367,0.221545258332081
2.50013973893428,1.34970064445274,1.10404575500855,4.01445213578702,16.0427587587263,0.945748731764732,7.60185572176306
2.31844292089499,1.41685864591798,0.842947226101701,1.83825662053399,30.0756133920322,1.05710848382928,9.00807339765031
2.76948665359209,0.828853268170909,3.87236060908091,3.69721131209303,42.1305327371757,1.04965962747762,6.10901164962782
0.980742077118455,1.94277146780007,2.6714248294765,6.12416635834114,36.0757644016533,0.959555072482287,6.72123793415298
1.91097321148503,1.31473668297466,3.45367183102749,13.7189746644936,23.4284205809667,0.950992162055992,4.03594615602678
1.77803722271946,1.32847425182862,5.22287660690369,4.9331347434053,5.18289076382681,0.65974763037502,6.68397284244248
3.27376162043417,1.36198660970898,1.4060737306294,4.19390356147964,8.48048582571159,0.599093557908621,5.89944768078979
2.0977986356011,1.16068491010723,3.7501131466837,3.24163821215042,29.3600229327647,0.947127200500382,2.40627760607008
1.32033855111223,0.986816706322337,6.30158276587909,6.35108081308521,61.4492284510434,0.964083140772693,4.45556272140054
2.05828715273746,1.08625701821921,4.49073185260262,13.1206519609535,21.0014693500553,0.894854458947869,5.92855909671121
2.90041620680878,1.10999549304177,1.99540174224912,7.0692520378287,54.7257195911293,0.904083265621027,6.18095305586475
1.80263673357915,0.769003646772955,7.26626228818012,1.94140750345758,70.8696332289176,0.735620521827628,8.82268918053705
