"alpha","gam","eta","E0","cs"
0.928386982266551,0.0722350122850799,0.765663944260557,34.3899121741457,8.21252811461216
0.923660287444775,0.285517817700225,7.6974816503599,19.3662091431079,6.52002179179332
0.86949480906581,0.092716388116753,8.06420015593968,54.2780303692694,5.16973523168459
0.934804575934822,0.404100888868088,3.89820725166762,94.0074612606886,6.19134852668064
0.880323363296045,0.138966374053218,7.34535799008089,25.2610844041615,7.39391503526374
0.726836830628096,0.174883355313221,2.60073658914588,77.4635483064808,6.17496693113951
0.883497191035312,0.560723632070244,1.79547143078144,23.1641257231391,8.90183679544181
0.931597659161599,0.267075979650224,4.59508137688492,27.6119071114369,8.15042825676902
0.79354881777417,0.169247133648263,1.16923171988152,29.5573310739128,0.869631046659056
0.841300362324138,0.282040225694769,12.3460692607397,49.6146005262234,0.123422976445607
0.697262064934851,0.0570098570075832,5.69880416915102,24.5326418337685,9.3926794134052
0.722970281647207,0.0234769234716848,5.17097231357131,41.1293525874001,8.66845052205375
0.873937720390765,0.211672673568139,13.9189557856097,48.8469412637031,3.7634832352191
0.783674388936247,0.200243836343661,8.33912792508991,73.7544864155165,8.16085507804002
0.892927602941338,0.264368973636961,4.20535084139279,43.2238778722535,7.63585595153702
0.909379402369799,0.137901348910717,3.40952008958327,79.3863523388015,7.87934548993222
0.901249046551917,0.200809030714025,10.1733272990162,28.8585758754737,5.55060257842709
0.804627860289914,0.136254606182069,11.5479396493586,86.1884058113889,7.11099051621591
0.744668440321652,0.19685545221875,13.0752704464706,85.6265452483044,4.06830187865579
0.875759443469336,0.467536670709468,7.89236713499477,46.004627234442,5.65511782305631
0.81567054177205,0.0274166695298935,5.14484722821058,45.5473729665193,8.20381847500608
0.842334993190713,0.28597594580388,9.14776418443233,74.5118722970863,5.53644625937168
0.848595014347594,0.521423130991229,13.092112526151,100.748536348903,7.9007642785392
0.862297472500509,0.709985368040878,6.24350158517282,97.9332337343337,3.16011686046126
0.908437210973707,0.546459830346214,4.27610998229992,51.1474226113259,7.24752508458615
0.957906367073988,0.0263186298695257,5.24286991187246,47.9112638826428,8.02223961519657
0.907700853829219,0.24178909765983,6.76852010515832,40.6087003941973,1.69225870375232
0.747473062608252,0.127057831838544,3.3358024133908,10.2334674668058,7.63828101578832
0.861325399333084,0.15022675243333,9.19731643691884,53.3047026528352,8.80373844233338
0.934737175015791,0.0345173134564452,1.73545893809239,50.3111190511173,0.586767569569323
