"eta","C","cs"
24.0491762852858,17.7678711906576,23.6534894942008
9.79912900329761,84.7685406901076,25.8867574427179
13.5526510035805,26.5213232507782,25.015952799984
9.99654183838444,30.3664817615244,24.8189300852554
5.1655848326193,66.8889718608161,24.1257049265713
6.61583811483895,18.6311648573259,26.5768993686628
19.1023708595001,16.074228327636,22.2074006620513
2.95050747141801,50.5205038948633,24.6237968075049
31.6788597759591,56.3708664373616,25.3129086038031
11.9898554594673,48.5557211426495,23.6109924921544
6.807396805273,7.36920585307487,26.980736469083
14.7612277719891,75.810080576726,28.354847356851
3.42762617863313,5.56762200324417,26.6033076237787
16.2747026736357,18.5739613068592,29.4639772865334
16.2363401326244,84.54458483216,19.4647567227274
17.3491933753414,7.19899757736523,22.8155100635711
1.01872940780092,3.05277735937456,20.9836450642117
9.34302335470351,4.17331830135048,21.4178369945358
18.4345438844571,16.6447788102613,25.1220280424407
13.7700872197592,34.6945539591032,28.6596159080823
1.68855365722295,68.8125350752653,25.3372769912359
10.3279619585004,37.7845968002533,26.0986679863347
0.671281934296327,68.3297750783718,26.0632302162104
6.98367759311548,29.0823443531575,25.4075787774214
14.1618413948905,19.5748787011866,26.637676444755
6.79582508322395,47.2059368369663,26.6218753472011
16.6749872012152,20.088564507526,17.1054830620769
6.61679446153948,26.1194805397563,28.9114227918575
6.58636121351952,2.48008856382932,17.0794001788971
7.6468152853477,44.9838625433647,21.511306420334
