"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",28,72062,30,0.832153430134115,0.997857654257836,0.598630977810735,0.381845215914372
