"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",11,48589,30,0.967198170086855,0.993643825209923,0.638650183242455,0.324705472008361
