"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",20,89418,30,0.801429846951263,0.990860950445758,0.630655611026193,0.596827826496095
