"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",4,18779,30,0.922278217620698,0.994207657411057,0.748648783056401,0.492375076660707
