"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",36,79078,30,0.887764149951224,0.9953015113229,0.373314162952282,0.431548590803758
