"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",37,76001,30,0.950960833829435,0.995920346823699,0.593138256038168,0.512427716573588
