"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",16,29736,30,0.932076515401311,0.995292436142579,0.695717475191699,0.537802807589655
