"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",15,5374,30,0.872645136246815,0.993298156510574,0.747494486016781,0.446954087170781
