"model","group","s_iter","seed","Nsubj","alpha","eta","E0","cs"
"m2_RL_sliced2_halfStudentT_reparam_confEs_np_norm","All",40,81495,30,0.94480749139693,0.986845551038406,0.69301599499913,0.454917432475181
