"","eps","psi","eta","xi","E0","w0","cs"
"mean (sd)","0.742 (0.1)","0.531 (0.13)","0.745 (0.09)","0.986 (0.075)","0.849 (0.118)","0.309 (0.179)","0.472 (0.123)"
