"psi","eta","xi","E0","w0","cs"
1.41252148296284,1.6933078234513,10.8410186352201,107.617994988113,1.68827553129037,12.5635830172434
2.02590062611618,1.31114179926769,13.3138494531691,99.307827391005,1.83637429106671,10.9721039131107
1.64164000432849,1.57907845935544,10.6434248780596,108.609194653719,1.76014430363666,19.3571826559444
1.88154722584703,1.37259343335299,7.53352203036235,98.2961851986014,1.75339113072717,17.9277388100648
1.2162154717499,1.82893785091267,7.48352750399929,28.3470242465964,1.85065541372985,2.07172745451931
1.35071836421744,1.67802091136589,9.39438941257984,107.104188415875,1.7208660437878,10.6515999525749
1.8642640503072,1.37057255503462,6.50511846313501,82.3423659331545,1.78099956395594,16.9557900071981
1.86024835289912,1.38652808127279,13.753060920507,86.8290925113899,1.76869573272928,10.7829955434028
1.14961225656963,2.00134462113306,9.07147628635066,89.2119321440194,1.75466878477736,3.94773963652194
1.2295790432725,1.89254080661173,13.8358000802724,89.3615847647914,1.75113718309782,18.7902849196151
2.13433316556335,1.34886627558542,10.7852173022199,172.542126778355,1.52155542125705,16.8972795336523
1.20825251564156,1.93484166270627,15.9567260605413,94.1603194385582,1.75086070478089,23.585597559862
1.24396756798417,1.88942716830582,11.8675064914138,90.3331153096088,1.74501859253781,19.8844299789639
1.17014729686505,1.90729128448176,8.02321555468272,90.5654601372631,1.80137781396033,20.5073972425114
1.54222348601865,1.55515096804994,9.62230753225708,111.519133881808,1.75857512307468,15.0915417143494
1.31615011204933,1.72613620504787,5.16989024451466,76.4088668411049,1.79119423613122,13.5128172500493
1.33629043405251,1.7651049816914,12.6519777002327,112.785814890298,1.68724543106443,19.2013838820231
1.39911035240959,1.61774385673571,11.3117374517904,74.4648512266914,1.81706138103705,17.1469241003346
1.42479241240697,1.67638512876119,16.3576616207066,102.940073466523,1.77738471590932,8.88993251478147
1.20335045398175,1.97993672256166,11.1634638596273,111.990519555923,1.66877125856447,13.5363697708536
1.22964226246986,1.77218535729813,6.91939602825732,81.7507096322329,1.87035376280905,13.3161887643356
1.54296498597011,1.60663509873652,5.07009796855197,129.61427773246,1.60083082820921,13.248053600542
1.39088160935001,1.76006369438596,10.2198849732791,118.251805104577,1.68900743204039,2.50823785202612
1.05977015976435,2.18030321370751,7.67173220447356,100.167102133125,1.77875225009461,16.0912105007096
1.30882574218615,1.74995607410223,9.39049766412926,86.7094928864686,1.78292238635773,4.61423446986969
1.3469453444048,1.72061691993728,6.36502099645282,95.9398028816264,1.73470348867104,1.46862042952578
1.43000987689135,1.59272601087057,8.41234961400725,86.4538048939666,1.78572647687526,15.9309625359638
