"","value"
"mu_pr[1]",0.83673984732496
"mu_pr[2]",1.08008313568419
"mu_pr[3]",3.46729513454285
"mu_pr[4]",0.853971666386498
"mu_pr[5]",1.07657700311607
"mu_pr[6]",0.709504048765205
"sigma[1]",0.773097577902676
"sigma[2]",0.782824232572873
"sigma[3]",7.01232951453356
"sigma[4]",110.321844773323
"sigma[5]",0.849213112665285
"sigma[6]",15.5884947905985
