"psi","eta","xi","E0","w0","cs"
0.393104168999797,3.17050354637321,2.2224669599213,33.8758871594441,1.69924470989307,7.7622788673895
1.29318065413167,1.79882632982472,6.49454609929425,22.9491604883909,1.77729550636292,4.48475621111733
1.37309301360914,1.78952276343467,4.80230933642847,28.6068957915826,1.73491384371611,8.26023834962106
2.04073247813607,1.09435066036442,10.0162757169201,47.8625570089437,1.68484626401618,8.54412299786184
1.07366289087241,2.14965908670916,15.3926347641759,30.493047557855,1.73554236685715,2.65497254540493
1.52131134063039,1.36352406026664,8.17264668341121,60.9979504416223,1.7905301285525,8.48595646698808
2.13711797765835,0.969474565096159,15.4662493258382,16.4237008060086,1.65732097177757,8.42403451455729
0.912883195218257,2.11130374408599,3.85706803377522,19.8614023030483,1.78986025466745,8.5363085174526
1.54416507121961,1.60244886393771,3.52124210483491,19.7863136170801,1.72386616096143,5.15556381617258
0.958246225163762,2.26097095203047,15.822435386731,38.8543303106888,1.72594945285505,10.4263392277729
0.599780075324542,2.68393341533534,8.54588507003203,33.4049237462633,1.7608742472956,3.37411872383884
1.46645041262527,1.80079892049995,10.0904141484881,46.4088663340576,1.68927083609461,9.33042203277079
2.86229296126974,0.743700905894269,6.22391865714578,14.5962969990096,1.38829764958828,9.25550942863269
1.1718974722263,1.7812040880959,5.83714966616725,31.609572178846,1.78959822415309,0.697795708977944
1.29982291577648,2.02805844476914,2.09337697289737,32.4213788733935,1.72110245107017,7.95490110403339
1.89008621817246,0.843374724582945,11.4234862316094,32.8922676856737,1.78002767477637,6.59934354943152
1.54407011062455,1.79470053481733,2.56283008877298,40.488355423863,1.68445539958527,0.560390016138343
1.70342887484147,1.4891104820232,6.35188580637341,26.8511754104463,1.72529468283675,10.1804489270931
2.18484316661563,0.946560856365209,0.267164780357149,52.8849116878218,1.59587323299276,6.90442775356209
1.43808139628022,1.70064651608656,1.80337054080343,23.5079807284225,1.73192304481556,7.45061946777365
0.876828560048304,1.79180231181744,2.10007993493007,26.3019421923258,1.87770469211864,4.22732451562686
0.417255194414271,3.04355119603854,4.77373006232034,33.1661606298891,1.71410551832743,7.70072298040814
1.54491023293811,1.75969945844298,5.24204180122819,31.9327137035403,1.70064344926061,4.87882518354607
1.49994728633917,1.26914151137216,10.244404457959,32.7878155877952,1.82823899959617,5.40881290132258
1.10980979241174,1.97571313934371,6.86740168997578,30.3394067794678,1.74382372242643,8.5102944236786
3.71174377097069,0.239608553831643,9.56476966273168,26.2014487728905,1.56197183882488,9.29526300878298
2.36712051932888,1.73153052759968,1.0036215972187,97.5528306234226,1.4198051018159,2.2584102887388
1.20348105718979,2.04756002946567,7.06008773737384,32.8976177995666,1.72067217295494,6.13751288519821
0.550068058411139,2.77305630190819,5.89393388519075,34.4492445933483,1.72361843804414,1.61046916217062
1.10143947791161,1.95453235179894,11.0053070130191,30.6567863068716,1.76866050405669,5.51491206308233
