"alpha","gam","eta","E0","cs"
0.918694187760158,0.165084755227092,1.6046888170218,104.532545344832,6.75670047777365
0.80751461163003,0.206032694918367,11.2426754968142,47.1369341867267,1.4963738491257
0.599742131916913,0.649016859750227,4.06581309262798,73.046008328611,7.72617244114625
0.680416270813656,0.556996799240629,5.2649411746495,49.1971034046786,5.80951347815611
0.793780884802546,0.0352284012289755,7.97518562774979,51.8565559076448,1.37292316372171
0.879727450041317,0.122831785004356,3.46957831656628,56.0774199571705,8.15018091103349
0.863201171236883,0.180004128766887,2.63848093312007,33.2633231915755,3.59076565607646
0.871304718867603,0.171179591881971,2.64095071234717,89.1279121173523,8.1618659307577
0.841739283612553,0.502211337703112,22.2827399655153,33.2796416148072,5.4913774763791
0.89365869883564,0.272162227141321,1.60162143840293,66.694688783082,6.05407656689187
0.71212810141611,0.423169649081052,2.20283669729218,96.0485904563133,2.03477464454523
0.962078438549874,0.163808116247365,1.22863070035817,14.2455123997157,7.85790469559991
0.900884785587915,0.238591190419065,2.41999730094393,84.2177046262416,6.9618463174838
0.790741119284219,0.0998231728409736,12.5894648981665,32.6932876425963,2.66420800118008
0.811976638986337,0.0796558192784365,12.5542321050223,56.6676743366616,6.40354404108138
0.871474124353325,0.0419564538480539,9.92559344885704,47.9260322150278,5.74658131202134
0.780410371411468,0.203095151162789,12.6941577561022,16.5564722654434,6.49146159331759
0.815813271960847,0.349319193483063,6.61134879796574,29.4160156165401,7.00425161548995
0.784051874893816,0.605155133926553,15.8968600785575,69.7557211491594,4.54186399079102
0.76933192877872,0.188317434433603,6.22182851723772,22.3022989105347,6.2024871454632
0.874020315037862,0.0775006808606905,5.32579809940803,79.8674907704823,7.99730959368034
0.875040180995512,0.309410314829147,14.5058381930246,92.7426885250514,5.24938274353571
0.869720950278157,0.149139996192671,8.20310240460042,22.3425431270358,7.56222509754587
0.658873375968569,0.376048512932629,10.7048360646876,26.2441133817851,6.5990795074518
0.856959789259349,0.076012640017607,4.40339274783632,37.7769362879831,8.77926033989361
0.815036748065043,0.279930543888074,11.8219912187628,18.2461446505739,3.69610612548839
0.89541718913597,0.0474081425551071,6.05838357565521,41.243305104453,1.83148574862565
0.603879181660117,0.0226051748790283,3.21534031277693,53.4429567020458,4.82659819669684
0.788119588754205,0.0587163023336221,3.78521669812886,45.4630727636331,1.25842603850492
0.866094692583789,0.110990308507592,0.51477108335611,57.1691141201021,8.17458025322953
