"","value"
"mu_pr[1]",2.25221181295346
"mu_pr[2]",1.13705256472756
"mu_pr[3]",0.876137660273364
"sigma[1]",12.7853885933197
"sigma[2]",38.1881031074622
"sigma[3]",187.300106652728
