"alpha","eta","E0","cs"
0.745081232053453,0.837544964793853,67.8399124747696,7.18450310537062
0.494923720973989,3.7683522834004,26.2669400094924,7.3313213174355
0.542321372458337,8.50669001479732,68.3894895045814,9.54339989276022
0.532632838167867,0.808992692225236,72.2066344619019,1.11504105712484
0.695630232778606,14.2676682334861,26.4882263476846,8.0868468587072
0.717255903045231,2.44654596643917,41.8108389377875,6.33316198079245
0.620690466951957,3.75771594918521,35.6840855243979,1.17557598970141
0.659866971776388,9.43117942001262,35.0421204490009,1.94178299758295
0.688903430027766,1.9293665480415,12.153478739505,9.02265316501667
0.565934274828445,4.45734128477963,19.9652594713745,6.97076839634341
0.584425595606709,7.68185723373022,24.4110458145829,7.42784296086038
0.725735113460063,9.22412790720125,37.8831300467347,6.54146843660872
0.747151272603178,5.6207280463194,35.2679679900088,8.50347302346987
0.736575387531224,4.02635099802001,17.1430064617253,7.81309468323396
0.60857502365678,11.4169851171063,40.4077063686036,6.47599658328549
0.767281655560081,0.619267320344383,38.7427158504214,6.13507559096102
0.540760972679465,16.183778330942,35.4949212296117,6.8653765039489
0.550944182086965,7.44044037291675,24.5564886472941,10.4133079673136
0.744722079053593,2.65306112233871,19.7992928538456,8.3354872703733
0.530963777545876,2.47368024747094,39.2450136221306,9.48669732345931
0.570224895205817,18.6994141954266,43.5771418397479,6.22683059362075
0.619774480952117,10.0106184945827,32.3876404736227,0.689632444393879
0.594730920366523,9.75521218253577,86.801412633558,5.69069750414091
0.544577066107866,3.93134388588981,36.2162553932244,6.72290726343944
0.739942480373988,2.68290740489714,46.9838617517867,4.09220938692152
0.700428304190403,8.7998780596084,69.2335311686472,8.28810238359916
0.602133459814656,0.260150491789919,14.2493182625902,7.19902116674886
0.610086720894974,7.96141446793999,25.8645858626027,8.36441093105266
0.711307856897163,0.87937484942117,4.60393792886556,10.0209367418142
0.670042180508975,7.03975754484018,36.7466231584191,6.37352244757208
